GEO_id2,Veteran_MOE_Percentage
6037187101,1
6037189800,1.2
6037209510,1.2
6037212203,1.6
6037240401,0.8
6037408501,1
6037501804,2.2
6037533602,0.7
6037534501,0.8
6037554103,1.7
6037570404,0.9
6037575402,1
6037601700,1.3
6037185310,1.1
6037187300,1
6037189102,1
6037194401,1.1
6037195902,1.9
6037203600,1
6037209810,1.5
6037211420,1
6037213310,1.5
6037243000,0.7
6037294620,1
6037403407,1.6
6037404600,1.4
6037460401,2.7
6037531502,1.5
6037533901,1
6037535606,2.2
6037910812,8.5
6037120010,1.1
6037124204,2
6037219800,1.3
6037402801,1.2
6037541606,1.5
6037542402,0.9
6037554801,1.4
6037601600,1.5
6037900102,5.1
6037122122,1.4
6037209402,1.2
6037402804,1.1
6037462302,1
6037601202,0.8
6037119341,1
6037183221,1.8
6037194500,2
6037203500,1.5
6037209401,1.3
6037214700,1.4
6037214902,1.4
6037239602,1.3
6037273300,1.3
6037433401,1.1
6037433901,0.9
6037531301,0.9
6037542103,1
6037188100,1.2
6037195901,1.9
6037221120,1
6037222100,1.1
6037267200,1.2
6037294610,1
6037294701,1.6
6037302104,0.9
6037433101,1.3
6037530601,1.3
6037541603,1.9
6037554203,1.2
6037231800,1.1
6037294520,1.1
6037530802,1.2
6037534101,2.2
6037571600,2.6
6037910714,1.1
6037930301,3.5
6037117404,0.9
6037122420,1.3
6037123206,1.3
6037123601,1.2
6037124104,1.3
6037128210,1.2
6037128220,1.4
6037191302,1.4
6037191710,1.6
6037203100,1.4
6037214501,1.6
6037219901,1.2
6037271702,0.8
6037301801,0.9
6037481712,0.7
6037127520,1.8
6037192002,2.2
6037195802,1.5
6037208620,1
6037211201,1.5
6037221601,1.5
6037237101,1.5
6037237720,1.5
6037240800,1.1
6037296210,1.3
6037402702,0.9
6037405701,1.2
6037204820,1.8
6037211803,1.1
6037221303,1.5
6037229300,1.1
6037239702,1.3
6037402803,1.6
6037500500,1.1
6037502004,0.9
6037535701,1.3
6037620201,2.7
6037203900,3
6037212410,1.4
6037240300,1
6037541604,0.8
6037920023,1.3
6037108104,2
6037134905,1
6037228600,1.5
6037277200,2
6037404503,1.1
6037408301,0.8
6037430802,1
6037433902,1
6037461700,1.7
6037540202,1.3
6037541802,1.2
6037920026,10.4
6037104201,0.7
6037108101,1.7
6037127103,1.9
6037127604,0.9
6037143902,1.4
6037195500,1
6037197500,1.3
6037204300,1
6037216401,1.3
6037302505,1.4
6037480903,1.6
6037554101,1.4
6037113235,1.9
6037190202,1.5
6037191110,1.3
6037201401,1
6037222500,1
6037300702,1
6037403200,5.8
6037404901,0.9
6037405201,0.9
6037430200,1.6
6037501001,1.2
6037540501,0.7
6037552400,1.4
6037670406,1.6
6037123303,1.3
6037127220,1.1
6037199000,1
6037208720,1.1
6037212101,1.6
6037228710,1.1
6037243100,1.4
6037302002,1.2
6037402303,1.2
6037404703,1.4
6037433402,1.2
6037481102,1.1
6037481201,1.2
6037502003,1.6
6037535804,1.1
6037543905,1
6037602509,1.3
6037602801,1.5
6037115404,1.4
6037121900,1.2
6037127605,1.6
6037208000,1.4
6037212502,1.7
6037228800,1
6037239802,1.2
6037264103,2.1
6037269800,1.3
6037269905,1.5
6037294820,2
6037301206,0.7
6037301400,1.1
6037302003,1
6037535902,0.8
6037600303,1.6
6037120105,1.1
6037121221,1.7
6037123103,1.2
6037128101,1.3
6037139504,1
6037191820,1.5
6037192520,1.2
6037199400,1
6037237201,1.2
6037241001,1.4
6037265420,1.6
6037267404,1.7
6037461400,1.1
6037481606,0.9
6037502302,1.4
6037531901,1
6037576401,1.3
6037601301,1.7
6037183620,1.5
6037190801,1.8
6037208710,1.2
6037214901,1.7
6037221304,1.2
6037242300,1.3
6037267402,1
6037267800,1.7
6037292000,0.7
6037408630,1.3
6037431900,1
6037481300,0.9
6037482502,1
6037536000,1.5
6037603006,1.9
6037119320,1.1
6037124300,1.4
6037128302,1.2
6037128303,1.8
6037204420,2.7
6037204600,2
6037207101,1.4
6037234200,1.6
6037402304,1.3
6037535300,1
6037543601,1.2
6037554104,1.7
6037920119,2
6037123301,1.3
6037199700,2.3
6037241201,1.8
6037297120,1.8
6037432602,1.1
6037482401,1
6037531000,1.3
6037531201,1.4
6037532002,1.4
6037540700,1.6
6037572400,3.7
6037575102,1.5
6037604001,1.2
6037621002,2.4
6037122121,1.8
6037123520,1.8
6037186202,2.1
6037199120,1.2
6037201120,1.4
6037213100,1.3
6037222002,1.5
6037231100,2.8
6037301300,2.1
6037310601,0.9
6037406902,1
6037408141,1.2
6037480304,0.9
6037540300,1.2
6037542700,0.9
6037551201,1.3
6037554201,1.1
6037189903,1.9
6037207102,2.3
6037211910,1.2
6037221302,1.1
6037294900,1.5
6037404401,0.9
6037433602,1.5
6037481402,0.8
6037531800,1.7
6037550400,3.5
6037123020,2
6037190520,1.3
6037201504,1.8
6037231720,1.3
6037239601,1.9
6037293307,1.8
6037555102,0.8
6037920336,0.8
6037125310,1.3
6037125600,1.8
6037188300,1.5
6037191902,1.8
6037192001,2.6
6037204120,1.6
6037212610,1.3
6037222200,1.5
6037240500,1.1
6037296500,1.6
6037302302,0.9
6037403405,2.3
6037500402,1.4
6037535101,0.9
6037600304,1.7
6037101210,1.3
6037115302,1.1
6037117530,1.2
6037121101,1.6
6037127803,1.2
6037189702,3.3
6037215102,1.5
6037229200,1.4
6037269903,1.3
6037273502,2.2
6037276500,0.7
6037302103,0.8
6037432401,1
6037481103,1
6037532302,1
6037532606,1.4
6037541001,4.8
6037551102,1.3
6037620904,1.9
6037117102,1.5
6037141304,1.5
6037190901,1.6
6037262301,1.2
6037269700,1.1
6037433307,1.4
6037534502,1.4
6037534803,1.5
6037553300,1.5
6037601502,1.3
6037800410,1.5
6037920012,3.1
6037119201,1.1
6037124203,1.4
6037139402,1.5
6037208903,1.3
6037218702,2.4
6037404902,0.9
6037404903,2.4
6037407601,1.3
6037463000,1.7
6037481401,0.7
6037482301,1.2
6037502602,1
6037530101,0.9
6037530301,1.8
6037533804,1.6
6037551501,1
6037573002,1.7
6037575201,1.6
6037576904,1.6
6037104810,1.1
6037139502,1.9
6037190510,1.4
6037212306,2
6037239502,1.7
6037265201,1.6
6037302504,1.2
6037404501,2.1
6037432801,1.7
6037433102,1.5
6037480303,1.8
6037554302,1.7
6037574700,46.1
6037701202,1.2
6037920033,8.2
6037183810,1.8
6037214100,1.1
6037216402,1.7
6037242700,1.5
6037271100,1.4
6037408706,2.1
6037503000,1.5
6037553601,1.5
6037125401,1.4
6037143500,1.2
6037194300,1.1
6037212701,1.9
6037213401,1.2
6037237202,1.6
6037262302,2.1
6037294421,1.7
6037408138,0.9
6037531702,1.8
6037573201,1.3
6037603004,3
6037113233,0.7
6037117408,1.7
6037122410,2.5
6037127712,2.3
6037212620,1.5
6037218120,1.1
6037269500,1.7
6037269601,2.2
6037408004,2.1
6037463102,1.4
6037532303,1.2
6037535901,1.2
6037106114,1.1
6037183610,1.4
6037195710,1.5
6037232600,1.4
6037269906,1.6
6037301701,1.9
6037403500,2.4
6037481202,0.9
6037530500,1.4
6037532605,1.9
6037543702,0.9
6037551101,1.7
6037571703,2
6037602002,1.6
6037104310,1.1
6037117101,1.3
6037269602,3.4
6037272301,1.7
6037406411,1.8
6037500300,1.8
6037530602,2.6
6037531504,1.8
6037541700,1.2
6037555212,1
6037576302,1.9
6037124902,2.2
6037191410,1.5
6037201602,1.2
6037203720,1.8
6037208802,2
6037432201,1.6
6037433200,0.7
6037502902,1.1
6037194101,1.3
6037203200,1.3
6037206050,2.2
6037207900,1.4
6037216200,1.3
6037221210,1.8
6037234901,3
6037402406,2.6
6037408703,0.7
6037433601,1
6037500800,1
6037553504,1.3
6037602003,1.6
6037602508,1.2
6037920110,1.6
6037104203,1.3
6037121210,1.2
6037127920,1.5
6037134903,1
6037141202,2
6037183300,1.4
6037405102,1.1
6037407502,1.1
6037430721,1.9
6037533803,1.2
6037550202,0.9
6037104105,1
6037127910,1
6037228500,1.7
6037407501,1.2
6037432700,1.3
6037480202,1.5
6037555211,1.4
6037573202,0.9
6037575901,1.5
6037104320,1
6037106604,1.3
6037123010,1.5
6037127711,2.4
6037183820,3.2
6037189201,1.3
6037189202,2.1
6037240402,2
6037294301,1.5
6037462001,2
6037554513,1.4
6037572301,1.2
6037575101,1.6
6037576402,1.3
6037576903,2
6037651401,1.9
6037920322,1.6
6037920337,0.8
6037123602,1.9
6037183401,2.4
6037199202,1.7
6037211122,1.4
6037218701,1.7
6037222001,1.7
6037301205,1.7
6037302506,1.8
6037462002,2.1
6037502802,1.6
6037553400,1.4
6037555001,1.1
6037573003,2
6037701501,1.5
6037910502,1.7
6037190201,4.1
6037201110,2.1
6037214600,2.3
6037296220,1.8
6037400604,1.9
6037404202,1.3
6037405203,1.3
6037407400,2.2
6037408140,1.1
6037480902,1.2
6037481603,1.6
6037482521,0.9
6037554002,0.9
6037106649,2.5
6037134522,1.7
6037135111,1.7
6037137504,2.2
6037195201,1.8
6037291220,1.2
6037402705,1.4
6037408006,2.3
6037431300,1.4
6037481001,1.3
6037533603,1.1
6037572100,4.3
6037573902,1.9
6037910205,3.7
6037134904,1.2
6037183510,1.5
6037197300,1.4
6037201301,2
6037209102,1.2
6037214000,1.9
6037270300,1.8
6037481605,1.9
6037544002,1.3
6037609900,2.1
6037123410,2.1
6037134002,1.3
6037190902,1.6
6037192610,1.7
6037214503,1.2
6037271801,1.5
6037294510,2
6037461901,1.4
6037482201,1.6
6037530203,2.2
6037540600,2
6037106603,1.3
6037121600,2
6037127104,2
6037134720,1.3
6037190700,4.3
6037301203,1.3
6037404702,1.2
6037405202,1.7
6037500600,1.3
6037530801,1.3
6037920107,1.8
6037143700,1.5
6037189300,1.5
6037191000,1.5
6037216100,2.5
6037232700,1.1
6037271802,1.5
6037293306,1.5
6037402903,1.4
6037542900,1.7
6037553902,1.1
6037574602,2.8
6037113212,1.7
6037123700,1.2
6037131010,1
6037188201,1.2
6037195300,1.7
6037207501,3.6
6037264102,1.6
6037403324,1
6037403404,1.6
6037530400,1.5
6037572202,1.6
6037139303,1.5
6037199201,2
6037296901,1.8
6037403305,2.8
6037408139,1.4
6037482202,1.5
6037550201,1.4
6037701701,1.5
6037702400,1.3
6037800506,2.1
6037127804,1.5
6037128102,1.6
6037199110,2.6
6037208401,1.6
6037237600,2
6037275500,1.1
6037501700,1.7
6037542602,1.5
6037543701,1.8
6037554600,1.3
6037600703,1.9
6037700902,1.4
6037910505,2.5
6037101220,1.5
6037132502,1.6
6037218210,2.1
6037219020,1.4
6037238310,1.9
6037273200,1.5
6037291130,1.6
6037407602,1.6
6037408722,1.2
6037463300,1.8
6037502500,1.2
6037541605,1.7
6037700700,2.3
6037920332,1.5
6037269904,1.9
6037273402,2.5
6037402902,1.1
6037434001,1.5
6037481604,1.2
6037552301,1.6
6037553602,1.3
6037554105,1.9
6037602900,1.6
6037702002,0.9
6037800327,1.1
6037195202,1.7
6037212501,3
6037234902,3.1
6037541300,1.2
6037602106,1.4
6037604002,1.2
6037910709,2.6
6037117201,1.5
6037134421,1.4
6037183220,2.2
6037183701,2.4
6037191500,1.2
6037199300,1.7
6037208610,1.7
6037211703,1.5
6037221401,2.2
6037272201,2.7
6037275200,1.2
6037402403,1.6
6037480804,1.4
6037543305,1.9
6037106405,1.7
6037127400,1.2
6037143901,1.5
6037181600,1
6037186302,1.1
6037192700,1.4
6037201601,2.3
6037265202,3
6037294200,1.4
6037407302,1.6
6037121801,1.9
6037123104,1.3
6037134710,1.2
6037143603,2.1
6037201700,1.3
6037231500,1.4
6037269100,1.6
6037408723,1.5
6037541100,2
6037551700,0.8
6037572302,1.3
6037577504,4.3
6037599000,2.7
6037600100,1.1
6037700102,1.8
6037980031,6
6037119310,2
6037120108,1.7
6037141201,1.5
6037216300,1.2
6037218500,2.6
6037267403,1.6
6037407002,2.1
6037461902,4
6037481500,1.2
6037501803,1.8
6037503104,2.6
6037532900,1.4
6037554404,1.6
6037577604,2.8
6037701602,1.5
6037113237,1.6
6037115401,1.1
6037119001,1.1
6037137301,2
6037186403,2
6037197200,1.9
6037402703,1.6
6037408211,0.9
6037481711,1.8
6037600201,2.3
6037670202,1.5
6037700901,2.1
6037910605,1.5
6037124600,1.6
6037127606,1.8
6037207502,2
6037212702,1.8
6037220100,2.4
6037265510,2.3
6037293202,1.6
6037402402,1.4
6037402502,1
6037430723,1.6
6037920036,1.6
6037106403,1.7
6037119202,1.6
6037128601,2.1
6037139703,1.9
6037141102,2.2
6037201302,1.4
6037201501,1
6037232200,2.4
6037270200,2.1
6037300501,2.6
6037300902,2.3
6037310202,1.4
6037405101,1.4
6037406101,1.9
6037407701,1.4
6037432901,1.8
6037432902,1.6
6037530302,1
6037543201,1.6
6037571704,1.9
6037192300,2
6037217200,1.6
6037262802,1.9
6037273700,2.4
6037273800,1.9
6037301000,1.2
6037400602,1.6
6037430724,1.3
6037552100,1.3
6037555104,2
6037702502,1.5
6037800204,1.6
6037920328,2.4
6037125200,2.3
6037212900,1.7
6037231300,1.8
6037271901,1.8
6037301602,1.6
6037311000,1.2
6037405001,1.1
6037408505,2.6
6037432101,1.4
6037482101,1.4
6037552602,1.5
6037554405,2.9
6037910712,2.8
6037101110,1.5
6037123901,1.4
6037128602,1.8
6037135202,1.6
6037218800,2.1
6037262100,2.1
6037273100,1.9
6037432402,1.6
6037540102,1.3
6037541801,1.2
6037555002,1.8
6037601002,1.9
6037601402,1.4
6037602403,1.4
6037910810,1.6
6037920314,2
6037113231,2.2
6037261101,1.6
6037269300,1.8
6037278001,1.6
6037297602,1.7
6037320300,1.1
6037406402,2.3
6037554511,1.4
6037602004,1.5
6037602404,1
6037603704,1.7
6037701702,2
6037113211,1.6
6037189902,1.4
6037214502,1.9
6037216900,2
6037270100,1.4
6037271300,1.6
6037408133,1.6
6037462100,1.5
6037603200,2.3
6037920041,2.2
6037124400,1.7
6037125502,2.3
6037137104,1.9
6037294302,2.1
6037481800,1.9
6037503105,1.6
6037550000,4.2
6037572800,12.5
6037575001,1.7
6037602504,1.6
6037106641,2.1
6037135201,1.8
6037217002,1.5
6037237401,1.9
6037271600,1
6037408629,2
6037501802,1.8
6037542502,1.2
6037800328,2.4
6037109800,1.4
6037119400,1.4
6037128400,1.8
6037131300,1.4
6037134306,2.2
6037192410,1.5
6037207710,1.6
6037219500,3.3
6037219700,1.8
6037301702,1.4
6037302102,1.6
6037500403,1.3
6037542501,2.1
6037602802,1.3
6037900201,4.7
6037910809,2.3
6037131100,2.4
6037132501,1.4
6037134901,2.3
6037190402,4.5
6037241002,1.8
6037267100,1.2
6037278102,1.8
6037403406,1.4
6037408704,2.2
6037603500,2.1
6037702201,1.7
6037920040,2.2
6037102103,2.6
6037104704,1.7
6037120400,1.1
6037131701,1.8
6037141303,2.2
6037262601,1.5
6037262704,1.8
6037277100,1.8
6037310703,2.8
6037480101,2
6037532200,1.4
6037570303,2.7
6037201402,1.2
6037211120,1.7
6037218220,1.5
6037241120,1.8
6037294410,2
6037401303,2.7
6037404801,1.2
6037430902,1.4
6037462700,1.8
6037103102,1.3
6037123510,1.3
6037143200,1.7
6037191120,1.3
6037191201,2.2
6037191901,1.9
6037203800,2.5
6037432202,1.5
6037480102,1.1
6037501501,2.1
6037542401,1.8
6037570601,1.5
6037576700,1.8
6037702700,1.7
6037800504,2.8
6037109100,2
6037139200,1.9
6037211500,1.7
6037234800,2.6
6037311400,2.5
6037430102,1.6
6037574202,2.8
6037620901,2.1
6037109603,1.7
6037183101,1.9
6037206200,1.7
6037430901,1.6
6037431200,1.3
6037501504,2.8
6037536102,2.7
6037575803,2.8
6037900806,1.6
6037910404,2.3
6037920037,1.3
6037134304,2.3
6037143604,1.9
6037194200,1.8
6037221402,1.7
6037480011,1.3
6037570304,1.6
6037910606,1.8
6037104108,2
6037106407,2.6
6037128702,1.4
6037141600,1.6
6037186203,3.6
6037216700,2
6037237402,1.8
6037403303,1.8
6037462600,2.1
6037550601,2.1
6037576503,1.6
6037650102,1.9
6037800329,1.3
6037189101,3.2
6037218110,2.2
6037400603,1.4
6037481902,2
6037601211,3.1
6037106510,1.4
6037127102,1.6
6037240900,2.3
6037271902,1.3
6037134424,1.7
6037211000,1.4
6037297201,2.5
6037408800,1.8
6037481101,1.3
6037530006,1.9
6037542800,2.1
6037602104,1.8
6037702802,2.4
6037109400,2.3
6037119700,1.7
6037121102,3.1
6037127300,1.4
6037185204,2.7
6037189701,2.5
6037432000,1.2
6037621004,1.8
6037670500,1.9
6037800406,2
6037920339,1.5
6037120300,1.3
6037234501,2.5
6037302301,2
6037310602,2.3
6037408623,1.5
6037480400,1.7
6037102105,3
6037106646,1.7
6037125402,1.5
6037189500,1.9
6037296401,1.7
6037433802,2.2
6037480803,2.3
6037480901,1.8
6037550700,1.2
6037576901,1.7
6037131020,1.4
6037132900,2
6037186201,2.6
6037206031,2.8
6037301204,1.9
6037320201,2.8
6037400501,2.3
6037463101,2.4
6037570301,1.6
6037107020,1.8
6037139802,1.4
6037183103,1.9
6037406200,1.1
6037408137,1.8
6037536103,1.7
6037700502,1.8
6037920018,2.6
6037197410,1.6
6037291110,2.3
6037403322,1.8
6037404402,1.5
6037574901,1.7
6037603005,1.6
6037651221,2.3
6037910402,2.8
6037113102,1.4
6037117202,2.3
6037117301,1.5
6037124903,1.7
6037181400,1.5
6037267902,1.9
6037310201,1.6
6037403325,1.3
6037408003,1.7
6037431800,1.4
6037461502,1.3
6037554516,1.8
6037115403,2.2
6037122120,2
6037139600,1.6
6037530004,2.2
6037530102,2
6037575802,1.6
6037106642,2.6
6037216800,2
6037262303,2
6037310400,2
6037311300,1.6
6037406702,1
6037540000,1.4
6037550902,1.5
6037552002,1.9
6037554900,1.2
6037900506,2.3
6037900804,1.8
6037181300,1.6
6037183104,2.7
6037183702,3.1
6037265601,1.8
6037408627,1.5
6037480704,1.4
6037551502,2.4
6037650701,1.8
6037101300,1.9
6037134201,1.7
6037134800,1.2
6037480302,1.6
6037501503,1.6
6037502402,1.8
6037554403,1.8
6037910504,1.8
6037104204,1.8
6037109700,1.7
6037124500,3.6
6037139503,2.2
6037141101,2
6037236204,3.2
6037242000,2
6037504001,1
6037551300,1.8
6037553000,1.9
6037621102,2.2
6037109300,1.9
6037134303,1.2
6037234502,3
6037406300,1.3
6037574201,2.5
6037901007,2.8
6037901210,3.4
6037119002,1.3
6037237900,2
6037267300,2.2
6037407900,1.2
6037408005,1.5
6037462400,1.9
6037574800,1.8
6037920043,1.5
6037115104,1.5
6037124700,1.4
6037132001,2.4
6037134104,1.6
6037139301,1.8
6037189600,2.9
6037265602,2.1
6037273902,1.8
6037311100,1.7
6037406701,1.7
6037482102,1.9
6037570402,2.2
6037800202,1.9
6037185202,2.2
6037195400,1.4
6037403901,1.8
6037404802,2.2
6037407802,1.7
6037408724,2.1
6037433801,1.4
6037482701,2.1
6037502901,1.4
6037554514,1.3
6037602105,1.6
6037231400,1.9
6037262400,2.2
6037408212,1.9
6037480703,2.3
6037503103,2
6037503301,2.3
6037620521,2.9
6037128801,2.3
6037135113,2.1
6037218900,1.5
6037430400,1.7
6037463602,2
6037552200,1.5
6037603703,1.9
6037650003,2.8
6037701801,1.9
6037264301,1.6
6037461501,2.1
6037503202,2.2
6037702202,1.8
6037102104,1.7
6037113234,1.7
6037134302,3
6037240020,2
6037272100,1.7
6037407101,1.5
6037531902,1.8
6037920200,1.1
6037132002,2.7
6037186100,1.5
6037234600,1.5
6037293302,1.7
6037301100,1.4
6037403320,1.6
6037480012,1.9
6037602505,2
6037106111,1.5
6037106520,1.3
6037119800,1.2
6037141500,2.7
6037189400,2.3
6037194102,1.9
6037262200,1.5
6037311801,3.5
6037432300,1.7
6037700501,1.9
6037901209,4
6037123304,2.1
6037234700,2.5
6037400205,2.4
6037402904,1.9
6037540800,1.7
6037551402,2.2
6037552900,1.4
6037553802,1.3
6037570002,2.1
6037603301,2.4
6037108102,1.9
6037269000,1.8
6037407801,1.4
6037463601,1.8
6037502005,1.9
6037543903,1.7
6037553901,1.4
6037702803,2.4
6037920326,1.8
6037408401,2.3
6037482402,1.9
6037503602,1.9
6037554700,1.3
6037575401,2.3
6037600702,2.4
6037121010,1.8
6037127210,1.6
6037141700,2.5
6037183222,2.3
6037221500,2.6
6037241202,1.8
6037293301,2.4
6037402301,1.9
6037406000,1.5
6037460600,1.6
6037552601,1.9
6037910001,1.7
6037920032,2.2
6037294110,2.7
6037405900,2
6037482702,1.7
6037530202,2.1
6037554519,1.7
6037572500,2.5
6037600501,2.2
