GEO_id2,Civilian_EST,Civilian_MOE,Veteran_EST,Veteran_MOE
6037601900,3483,314,0,0
6037602002,2200,194,68,34
6037602003,3201,302,71,51
6037602004,2901,244,98,43
6037602103,5191,465,213,120
6037602104,4014,300,113,73
6037602105,3432,297,129,54
6037602106,4363,358,87,62
6037602200,5839,564,238,118
6037602301,4943,347,155,76
6037602302,2664,232,194,78
6037602402,4678,442,164,84
6037602403,4105,344,97,60
6037602404,4639,323,98,47
6037602504,3515,275,100,58
6037602505,2965,184,134,57
6037602506,2886,207,199,75
6037602507,3258,243,152,77
6037602508,5267,409,71,65
6037602509,3154,260,51,42
6037602600,6933,440,509,142
6037602700,2907,214,170,78
6037602801,2786,249,51,43
6037602802,3718,396,102,46
6037602900,3193,219,86,52
6037603001,5688,469,163,83
6037603004,1267,136,66,38
6037603005,4208,315,119,68
6037603006,1521,147,54,29
6037603101,3236,286,216,81
6037603102,2988,249,192,77
6037603200,2737,223,99,62
6037603301,3208,264,136,82
6037603302,3249,294,237,89
6037603400,3367,322,163,66
6037603500,2364,174,103,49
6037603600,3514,239,218,78
6037603702,3978,420,197,77
6037603703,2157,166,131,41
6037603704,4616,418,98,81
6037603801,3751,425,144,81
6037603802,2983,307,182,107
6037603900,5646,430,253,154
6037604001,3468,334,56,39
6037604002,3974,326,87,47
6037604100,5550,402,261,162
6037609900,1744,205,78,39
6037620001,3277,203,201,65
6037620002,2632,197,142,78
6037620101,4048,244,185,84
6037620102,2941,182,205,81
6037620201,1376,119,46,38
6037620301,3361,192,254,76
6037620303,3058,208,150,64
6037620305,4702,432,231,135
6037620400,3979,222,313,96
6037620501,4577,330,233,84
6037620521,2937,202,130,83
6037620522,3805,266,271,99
6037620601,4331,401,193,95
6037620602,4240,305,288,111
6037620701,5306,289,454,200
6037620702,5317,446,209,92
6037620800,5930,378,337,142
6037620901,2151,113,107,42
6037620904,2207,270,61,41
6037621001,3622,242,224,77
6037621002,823,113,56,21
6037621004,3725,381,114,67
6037621102,2304,156,125,53
6037621104,5689,376,307,140
6037621201,4924,367,198,91
6037621204,2868,272,141,74
6037621301,5374,354,204,108
6037621324,3166,381,253,93
6037621326,2652,195,156,53
6037621400,3589,257,198,80
6037650001,4671,390,321,92
6037650003,2491,215,131,70
6037650004,3333,291,140,55
6037650101,4659,397,290,122
6037650102,1887,150,110,39
6037650200,4820,237,291,87
6037650300,5559,434,304,146
6037650401,3569,255,150,58
6037650501,2386,175,152,58
6037650502,3524,213,266,82
6037650602,6079,483,354,130
6037650603,3003,156,213,70
6037650604,4585,339,206,100
6037650605,2350,214,185,83
6037650701,1950,113,123,38
6037650702,3892,212,303,77
6037650800,5216,317,213,77
6037650901,4849,487,188,98
6037650902,4798,353,288,145
6037651001,4697,316,329,91
6037651002,4025,289,333,125
6037651101,4155,236,294,94
6037651102,3217,175,252,75
6037651201,3911,229,311,83
6037651221,2620,171,119,62
6037651222,4839,338,308,110
6037651302,4792,293,363,105
6037651304,3958,314,322,151
6037651401,2015,136,74,40
6037651402,4880,313,185,70
6037670001,2868,248,150,80
6037670002,3102,217,229,102
6037670003,4580,329,328,128
6037670100,5709,411,277,100
6037670201,3003,236,233,68
6037670202,2027,124,92,31
6037670324,3820,299,278,91
6037670326,2733,222,260,77
6037670328,3811,230,268,82
6037670403,2099,121,164,44
6037670405,2277,168,237,90
6037670406,1541,111,50,26
6037670407,4520,361,200,84
6037670411,3317,203,254,119
6037670413,3666,243,245,70
6037670416,3354,233,193,75
6037670500,1364,117,114,25
6037670602,5769,310,577,171
6037670701,5596,418,446,167
6037670702,4460,286,355,136
6037700101,5007,472,146,107
6037700102,3777,309,90,67
6037700200,6932,569,267,131
6037700300,6047,506,180,100
6037700400,5084,485,217,182
6037700501,3780,350,135,70
6037700502,4213,408,118,77
6037700600,3861,369,229,96
6037700700,2566,343,85,57
6037700801,4414,388,144,122
6037700802,3300,259,143,86
6037700901,2924,339,92,57
6037700902,5971,378,84,83
6037701000,4416,322,141,105
6037701100,1005,389,523,442
6037701201,2939,278,187,69
6037701202,2881,187,64,34
6037701302,4386,271,145,81
6037701304,5357,442,256,119
6037701402,5693,603,347,212
6037701501,4333,423,75,64
6037701502,3438,300,146,80
6037701601,3842,257,140,57
6037701602,3350,243,91,51
6037701701,2796,285,83,40
6037701702,3060,288,98,59
6037701801,5296,312,131,99
6037701802,3846,399,185,97
6037701902,4345,380,172,125
6037702002,5648,463,86,50
6037702102,5341,411,274,135
6037702201,3563,274,103,62
6037702202,3158,178,132,55
6037702300,5670,385,197,93
6037702400,3804,319,83,51
6037702501,3856,307,26,36
6037702502,3428,259,95,51
6037702600,4805,237,251,96
6037702700,2793,186,106,50
6037702801,4151,315,187,94
6037702802,2061,229,113,48
6037702803,2551,230,137,61
6037702901,9080,805,385,230
6037703001,4936,322,174,79
6037703002,5710,403,494,206
6037703100,4642,429,501,193
6037703200,4655,360,429,147
6037800101,4525,247,207,73
6037800102,5248,442,269,107
6037800202,4424,312,128,87
6037800203,4202,282,170,54
6037800204,3771,256,95,59
6037800324,5007,341,207,82
6037800325,2759,191,254,94
6037800326,4100,267,279,77
6037800327,4537,324,86,49
6037800328,2345,265,101,60
6037800329,5096,453,110,65
6037800330,788,69,35,22
6037800331,576,95,27,19
6037800332,4861,368,261,88
6037800406,2337,193,114,50
6037800408,6012,375,221,92
6037800410,3653,295,62,53
6037800504,2113,243,106,59
6037800506,2458,301,83,51
6037900102,528,118,39,25
6037900103,4119,358,368,123
6037900104,4180,356,359,127
6037900201,822,97,102,41
6037900300,3500,339,204,89
6037900501,4805,467,362,93
6037900504,4708,311,362,104
6037900505,2435,249,204,85
6037900506,3240,311,122,74
6037900507,4978,478,215,114
6037900508,2284,176,210,60
6037900602,3924,311,194,105
6037900605,5096,449,256,126
6037900606,2441,490,169,78
6037900607,2557,422,155,73
6037900608,2591,284,213,75
6037900609,3568,365,344,126
6037900701,3240,324,246,87
6037900703,3164,254,228,86
6037900704,2082,233,171,64
6037900705,3078,300,316,97
6037900803,6390,609,367,162
6037900804,2415,267,122,43
6037900805,3742,411,302,96
6037900806,3271,341,108,56
6037900900,3156,226,343,89
6037901003,4600,274,184,49
6037901004,8859,612,855,213
6037901007,1616,149,126,45
6037901008,2147,193,203,61
6037901009,4317,325,412,92
6037901010,4169,359,351,118
6037901011,3982,227,319,110
6037901101,3969,293,362,118
6037901102,4306,363,426,101
6037901205,8202,564,861,201
6037901209,1186,175,135,46
6037901210,1383,149,126,49
6037901213,2983,223,388,85
6037910001,4464,465,139,74
6037910002,5372,546,275,94
6037910101,1245,112,31,21
6037910201,2941,269,158,85
6037910202,4189,302,438,103
6037910205,974,153,77,32
6037910206,2448,199,148,64
6037910207,4511,311,424,124
6037910208,4575,332,333,100
6037910209,3471,325,271,69
6037910210,5275,390,468,192
6037910301,3037,203,350,99
6037910302,4180,391,429,143
6037910401,5182,388,449,146
6037910402,2360,213,119,67
6037910403,1228,127,16,15
6037910404,2833,304,108,66
6037910501,3105,286,146,65
6037910502,2705,352,75,45
6037910504,3167,303,124,57
6037910505,2153,222,84,50
6037910601,4660,473,143,64
6037910602,2775,320,148,88
6037910603,4818,337,251,119
6037910605,3120,410,92,46
6037910606,2255,170,109,39
6037910705,8225,658,405,211
6037910706,4080,336,179,91
6037910707,3191,287,190,75
6037910709,1345,149,87,34
6037910711,5802,462,222,129
6037910712,2014,254,96,54
6037910713,3944,346,181,120
6037910714,2658,193,43,30
6037910715,4551,511,219,88
6037910716,4173,255,261,109
6037910804,2604,176,368,114
6037910805,3992,436,291,117
6037910807,4924,241,170,70
6037910808,2627,221,177,65
6037910809,1798,111,102,42
6037910810,2136,162,97,34
6037910811,151,99,0,0
6037910812,263,71,38,27
6037910813,3199,311,285,81
6037911001,3413,343,378,133
6037920011,266,68,28,16
6037920012,872,89,62,27
6037920013,4042,252,307,75
6037920015,4206,200,240,82
6037920016,3439,258,180,61
6037920017,3668,287,295,97
6037920018,1730,113,118,45
6037920020,5247,425,287,100
6037920023,2110,171,47,26
6037920026,359,195,48,28
6037920028,4768,271,237,99
6037920029,2694,359,196,82
6037920030,4306,280,161,80
6037920031,5241,399,527,142
6037920032,2381,150,139,52
6037920033,536,218,64,32
6037920034,2635,281,238,108
6037920035,5602,402,253,182
6037920036,2418,218,93,34
6037920037,4934,378,108,62
6037920038,3216,358,171,83
6037920039,1448,90,155,47
6037920040,2522,254,103,55
6037920041,2034,198,99,42
6037920042,5682,376,235,108
6037920043,4296,199,127,67
6037920044,2038,132,145,45
6037920045,3543,199,245,115
6037920102,3984,283,312,99
6037920104,2320,117,145,45
6037920106,2547,209,163,60
6037920107,2900,166,80,52
6037920108,3371,173,257,83
6037920109,4215,249,160,63
6037920110,2526,217,71,41
6037920111,2299,138,310,74
6037920112,3403,223,236,89
6037920114,4705,318,172,127
6037920115,3002,212,217,93
6037920116,3683,192,263,94
6037920118,4473,253,167,65
6037920119,1367,65,55,28
6037920200,5422,312,133,60
6037920303,1334,133,15,17
6037920312,4117,232,284,99
6037920313,4154,222,251,85
6037920314,2275,121,97,44
6037920322,2114,168,74,35
6037920326,5148,303,137,91
6037920328,1662,112,95,41
6037920329,4239,354,249,118
6037920330,4146,270,325,155
6037920331,3026,185,170,78
6037920332,2060,197,85,32
6037920334,5016,376,209,99
6037920336,4485,390,59,38
6037920337,5294,411,74,40
6037920338,4180,211,214,82
6037920339,5215,304,114,75
6037930101,45,21,7,10
6037930200,449,116,11,11
6037930301,798,196,43,31
6037980001,0,12,0,0
6037980002,0,12,0,0
6037980003,0,12,0,0
6037980004,0,12,0,0
6037980005,0,12,0,0
6037980006,0,12,0,0
6037980007,0,12,0,0
6037980008,48,40,0,0
6037980009,5,7,0,0
6037980010,105,41,9,6
6037980013,0,12,0,0
6037980014,0,12,0,0
6037980015,419,93,35,30
6037980018,0,12,0,0
6037980019,133,42,0,0
6037980020,0,12,0,0
6037980021,8,9,0,0
6037980022,0,12,0,0
6037980023,0,12,0,0
6037980024,185,71,5,7
6037980025,0,12,0,0
6037980026,16,13,4,6
6037980028,0,12,0,0
6037980030,0,12,0,0
6037980031,1090,137,90,66
6037980033,12,19,12,19
6037990100,0,12,0,0
6037990200,0,12,0,0
6037990300,0,12,0,0
