GEOID,GEO_id2,Total_POP_EST
6037702802,6037702802,2174
6037702803,6037702803,2688
6037702901,6037702901,9465
6037703001,6037703001,5110
6037703002,6037703002,6204
6037703100,6037703100,5143
6037703200,6037703200,5084
6037800101,6037800101,4732
6037800102,6037800102,5517
6037800202,6037800202,4552
6037800203,6037800203,4372
6037800204,6037800204,3866
6037800324,6037800324,5214
6037800325,6037800325,3013
6037800326,6037800326,4379
6037800327,6037800327,4623
6037800328,6037800328,2446
6037800329,6037800329,5206
6037800330,6037800330,823
6037800331,6037800331,603
6037800332,6037800332,5122
6037800406,6037800406,2451
6037800408,6037800408,6233
6037800410,6037800410,3715
6037800504,6037800504,2219
6037800506,6037800506,2541
6037900102,6037900102,567
6037900103,6037900103,4487
6037900104,6037900104,4539
6037900201,6037900201,924
6037900300,6037900300,3704
6037900501,6037900501,5167
6037900504,6037900504,5070
6037900505,6037900505,2639
6037900506,6037900506,3362
6037900507,6037900507,5193
6037900508,6037900508,2494
6037900602,6037900602,4118
6037900605,6037900605,5352
6037900606,6037900606,2610
6037900607,6037900607,2712
6037900608,6037900608,2804
6037900609,6037900609,3912
6037900701,6037900701,3486
6037900703,6037900703,3392
6037900704,6037900704,2253
6037900705,6037900705,3394
6037900803,6037900803,6757
6037900804,6037900804,2537
6037900805,6037900805,4044
6037900806,6037900806,3379
6037900900,6037900900,3499
6037901003,6037901003,4784
6037901004,6037901004,9714
6037901007,6037901007,1742
6037901008,6037901008,2350
6037901009,6037901009,4729
6037901010,6037901010,4520
6037901011,6037901011,4301
6037901101,6037901101,4331
6037901102,6037901102,4732
6037901205,6037901205,9063
6037901209,6037901209,1321
6037901210,6037901210,1509
6037901213,6037901213,3371
6037910001,6037910001,4603
6037910002,6037910002,5647
6037910101,6037910101,1276
6037910201,6037910201,3099
6037910202,6037910202,4627
6037910205,6037910205,1051
6037910206,6037910206,2596
6037910207,6037910207,4935
6037910208,6037910208,4908
6037910209,6037910209,3742
6037910210,6037910210,5743
6037910301,6037910301,3387
6037910302,6037910302,4609
6037910401,6037910401,5631
6037910402,6037910402,2479
6037910403,6037910403,1244
6037910404,6037910404,2941
6037910501,6037910501,3251
6037910502,6037910502,2780
6037910504,6037910504,3291
6037910505,6037910505,2237
6037910601,6037910601,4803
6037910602,6037910602,2923
6037910603,6037910603,5069
6037910605,6037910605,3212
6037910606,6037910606,2364
6037910705,6037910705,8630
6037910706,6037910706,4259
6037910707,6037910707,3381
6037910709,6037910709,1432
6037910711,6037910711,6024
6037910712,6037910712,2110
6037910713,6037910713,4125
6037910714,6037910714,2701
6037910715,6037910715,4770
6037910716,6037910716,4434
6037910804,6037910804,2972
6037910805,6037910805,4283
6037910807,6037910807,5094
6037910808,6037910808,2804
6037910809,6037910809,1900
6037910810,6037910810,2233
6037910811,6037910811,151
6037910812,6037910812,301
6037910813,6037910813,3484
6037911001,6037911001,3791
6037920011,6037920011,294
6037920012,6037920012,934
6037920013,6037920013,4349
6037920015,6037920015,4446
6037920016,6037920016,3619
6037920017,6037920017,3963
6037920018,6037920018,1848
6037920020,6037920020,5534
6037920023,6037920023,2157
6037920026,6037920026,407
6037920028,6037920028,5005
6037920029,6037920029,2890
6037920030,6037920030,4467
6037920031,6037920031,5768
6037920032,6037920032,2520
6037920033,6037920033,600
6037920034,6037920034,2873
6037920035,6037920035,5855
6037920036,6037920036,2511
6037920037,6037920037,5042
6037920038,6037920038,3387
6037920039,6037920039,1603
6037920040,6037920040,2625
6037920041,6037920041,2133
6037920042,6037920042,5917
6037920043,6037920043,4423
6037920044,6037920044,2183
6037920045,6037920045,3788
6037920102,6037920102,4296
6037920104,6037920104,2465
6037920106,6037920106,2710
6037920107,6037920107,2980
6037920108,6037920108,3628
6037920109,6037920109,4375
6037920110,6037920110,2597
6037920111,6037920111,2609
6037920112,6037920112,3639
6037920114,6037920114,4877
6037920115,6037920115,3219
6037920116,6037920116,3946
6037920118,6037920118,4640
6037920119,6037920119,1422
6037920200,6037920200,5555
6037920303,6037920303,1349
6037920312,6037920312,4401
6037920313,6037920313,4405
6037920314,6037920314,2372
6037920322,6037920322,2188
6037920326,6037920326,5285
6037920328,6037920328,1757
6037920329,6037920329,4488
6037920330,6037920330,4471
6037920331,6037920331,3196
6037920332,6037920332,2145
6037920334,6037920334,5225
6037920336,6037920336,4544
6037920337,6037920337,5368
6037920338,6037920338,4394
6037920339,6037920339,5329
6037930101,6037930101,52
6037930200,6037930200,460
6037930301,6037930301,841
6037980001,6037980001,0
6037980002,6037980002,0
6037980003,6037980003,0
6037980004,6037980004,0
6037980005,6037980005,0
6037980006,6037980006,0
6037980007,6037980007,0
6037980008,6037980008,48
6037980009,6037980009,5
6037980010,6037980010,114
6037980013,6037980013,0
6037980014,6037980014,0
6037980015,6037980015,454
6037980018,6037980018,0
6037980019,6037980019,133
6037980020,6037980020,0
6037980021,6037980021,8
6037980022,6037980022,0
6037980023,6037980023,0
6037980024,6037980024,190
6037980025,6037980025,0
6037980026,6037980026,20
6037980028,6037980028,0
6037980030,6037980030,0
6037980031,6037980031,1180
6037980033,6037980033,24
6037990100,6037990100,0
6037990200,6037990200,0
6037990300,6037990300,0
